,Adipose-InsulinGenes,Adipose-InsulinCorr,Liver-InsulinGenes,Liver-InsulinCorr,Muscle-InsulinGenes,Muscle-InsulinCorr,Intestine-InsulinGenes,Intestine-InsulinCorr,Hypothalamus-InsulinGenes,Hypothalamus-InsulinCorr
6259,Aym1,0.18655597832425275,Magea5,0.11521289637364823,Wnt9b,0.10104868737322248,Pln,-0.098791768020176,6330403L08Rik,-0.10291443475499475
6260,Zswim7,-0.1864403082873287,Ergic1,0.1151983505261956,Aipl1,0.10104225587058659,Tyw3,-0.09878854113944635,Cldn25,0.10291314156408558
6261,Aqp9,-0.1864397328607201,Cdk18,0.11516761842161387,AI661453,-0.10103375482537974,Ccdc109b,0.09877969306057444,Cep63,0.10290279724923389
6262,Wbp5,0.1863913336940051,AW209491,-0.11513999969121526,LOC100048845,-0.10103296320777613,Kcna10,0.09876237756975248,Npl,0.10289051238048552
6263,Dak,-0.18634620844665672,Cux2,-0.11513227281843397,Pscd3,0.10103140690498928,Pgls,0.09875587994661703,"Nlrc3,Slx4",-0.10286768935206332
6264,Mx1,0.18632221270384658,Ldhb,-0.11511382079517285,Nhlrc2,-0.10098608517270381,March4,0.09874721194054879,Atf7,-0.1028672698837729
6265,Cpa3,0.18627959017171902,Morn3,-0.11509543833575547,ORF19,-0.10098026574180273,Olfr1351,-0.09874588647924525,Smarcc1,0.10286584032962495
6266,Htr5a,-0.1861902262270499,S100a5,-0.11508901054752828,ORF34,-0.10097469299232216,Pkd1l2,0.09873630612818324,Ints3,-0.10285746612255316
6267,Cdc25c,0.18618388260671445,Arid3b,-0.11504948412598388,Top1mt,-0.10097206645096418,Chi3l4,-0.09873129671278465,Zfyve9,0.10285231458296405
6268,Gnaz,-0.18614308763558254,Igfbpl1,-0.11502916179515416,Hs1bp3,-0.100928485253809,Olfr57,-0.0987139293725687,Ercc3,0.10283554466129192
6269,Lce1g,-0.186111649417315,Acsbg1,-0.11499793642585988,9230009I02Rik,-0.10091769752648662,Olfr1226,-0.09871250628751224,Cilp,-0.10279981000236148
6270,Prkca,-0.18608635645449384,St5,0.11499132231094328,Gpr35,0.10090332236785621,Dedd2,-0.09870615975003946,Invs,0.10278488888405302
6271,Lhx5,-0.18600164822986318,1110008F13Rik,0.11496689197082945,Pnn,0.10089427546417885,BC062650,0.09869606406028496,"Ercc2,Mir343",-0.10276176288220465
6272,1700011H14Rik,-0.1859872407178899,Dbndd2,0.11494236456746507,S1pr1,-0.10085540159455901,Ms4a8a,-0.09869041880259052,Ppm1b,0.1027489673515597
6273,Fancf,0.18592821738455262,Med28,-0.11493624528721401,EG330305,0.10084735790309234,Cdk5rap3,-0.0986499007095456,Syndig1,-0.10271210685660821
6274,Capza3,-0.18592500963241407,Lsg1,-0.11493114702986228,H2-Q2,0.10082205923527793,Trak2,-0.09861185463056825,Cnn3,-0.10268593066810923
6275,Upk1a,-0.18591328087403639,Ubiad1,0.11490265742323759,Npb,0.10081763473172606,LOC433416,-0.09860722382531677,Cklf,0.10267597603687496
6276,Ubl4b,-0.1859095180636366,Ppp6r3,-0.11488320724617926,LOC100048479,-0.1008090685719177,Cyp2c50,-0.09857189161431582,Gm13713,0.10265739017257082
6277,Tbrg1,0.18589223526850918,Zdhhc8,-0.11486988287075577,Lrriq2,0.10080322820554755,Sfrs15,0.09856945007111007,Parvb,0.10261645961656765
6278,Syt7,-0.18588548279722494,Mplkip,-0.11486864456655588,Cd200r1,-0.10075316483494812,Hlcs,0.09856807689680663,4930579G24Rik,0.10259245928053841
6279,Cbx4,-0.18586112360120122,Vapa,-0.114865362512401,Trabd,-0.10073638132128561,Pex12,-0.09855731587792112,Snhg5,0.10258829277354607
6280,Cacna1h,-0.185855196741959,Mrrf,0.11483859998321773,V1ri4,0.10073368278937943,Lhx1,0.09854418124110094,Mrfap1,-0.10257649589759671
6281,Calm4,-0.1858256984800518,Ap1g2,-0.11482249568196126,Olfr1384,0.10071171389044516,Olfr746,-0.09853258009501692,Bet1l,-0.10257633606746035
6282,Hars,-0.18582506303220309,Myl3,-0.11479980860906862,Ldb2,0.1006930448967946,Rapgef5,0.09853074478721605,Zfp90,0.10257580693913122
6283,Tmem30b,-0.1858045626483772,Pax1,-0.11469857125112765,EG244595,-0.10067341160194417,Prkaa2,-0.09853059333834298,Ociad1,-0.10255841645112279
6284,Pcdhb11,-0.18573050349215614,Zfp60,-0.11468796418441415,2610028A01Rik,-0.10067187068145259,Magea8,-0.09852002190098177,Ifi27l2a,0.10254637096576638
6285,Rab5a,0.1857010125227817,Trim32,-0.11468786787002719,Cpsf1,-0.1006381207242707,Kpna3,-0.09850247835106493,Cited2,0.10254264591484386
6286,Dhx8,0.1856515823761969,Xrn1,-0.11467120527428727,Gabrb3,-0.1006240826705347,Foxl2,-0.09848585988475776,2310067B10Rik,-0.10250608823836832
6287,Pgk2,-0.1855074892352194,Wnt8b,-0.11466486137200883,Zeb2,0.10062261587361168,Ubd,0.0984839587423975,"Adck4,Numbl",0.10250517555953323
6288,Arrb1,0.18549572251197244,Lims1,0.11465708531345689,Ibtk,0.10061665262287241,Olfr1099,0.098479118278665,Tst,-0.1024685569700647
6289,Cplx4,-0.18548715829205842,Gabrq,-0.11465531972038724,Bpil3,0.10061469884535248,Dusp22,-0.09845884541932685,Recql,-0.102455469053315
6290,Stac,-0.1853126078550544,Bdh1,0.11462531107364327,Centg3,0.10060679353726279,Dync1li1,-0.0984399425598067,Zfp141,-0.10244693670964448
6291,Atxn2,0.18527488504943324,Hand2,-0.11461881875449706,Pkm2,-0.10059481744232941,OTTMUSG00000005737,0.09841866937029972,Kctd4,0.1024440138249215
6292,Dmc1,-0.1852739262798102,Cnpy3,0.11460149697416466,Lzts1,-0.10054889254984362,Setd7,-0.09841667089324445,Zfp13,0.10242218576342038
6293,Chst12,-0.1852710518030711,Pafah1b3,0.11458241311342454,Bat4,-0.10053959888009775,Zfp568,-0.09841524502597628,Hps4,-0.10241755357861888
6294,Olfr1508,-0.18527064608640822,Fus,-0.11457980900573231,Olfr843,-0.10052507392973807,Irgq,0.09839889261763365,Slc29a4,0.10241411829323527
6295,Zfp868,-0.18526440819839857,1810044D09Rik,0.11457152817852816,Olfr993,-0.10048985975709616,Leng1,0.09837790159354112,Rexo1,0.1023910421242688
6296,Lmo1,-0.18524573969139055,Nudc,-0.11455000392089025,Olfr464,-0.10048678582056171,Fkbpl,-0.09837246682325275,Ap1g2,0.10236152098821807
6297,Tspyl4,-0.18520193828835366,2700029M09Rik,0.11454338491650738,Ap2m1,-0.10047254092860348,Rab28,-0.09835931631844445,6530402F18Rik,-0.10234806595793104
6298,Patz1,-0.1851997691628225,Copg2os2,-0.11449342797512663,Btc,0.1004487794444048,Setd8,0.0983587222318345,Tesk1,-0.10234159145927604
6299,Nkg7,0.18518360534470255,Hlf,0.11448961194519428,Hspa4l,-0.10044734879208274,Adamtsl4,-0.09834886074211784,"Pycrl,Tsta3",-0.10233703653927824
6300,2310067B10Rik,-0.18513566496819658,Skiv2l2,-0.11446626524634292,2610027C15Rik,0.10043664698554894,Gje1,-0.09834262768908555,"RMST_8,Rmst",-0.10233150523228152
6301,Casr,-0.18501138348623677,Sdad1,-0.11441788474579706,Csn2,0.1004359248199705,Gtpbp1,0.09828824301736228,Gm15051,0.1023228574430724
6302,Eda,-0.18499330819575732,Alk,-0.11440311540409952,Ercc4,0.10042524213343289,Hao3,-0.09826736433568176,Dnajc1,-0.10229138490138676
6303,Asb12,-0.18496983425179017,Ppfia4,-0.11436131357519928,Olfr971,-0.10041776903484874,Agxt2,0.09825565452036855,4930546H06Rik,0.1022502393970787
6304,3110079O15Rik,-0.18494544220951303,Txnl1,0.1143379853289554,Zdhhc3,0.10039353233141488,Tbc1d4,-0.09824176058046187,Dmkn,0.10224037265103082
6305,Nomo1,-0.18489357694808298,Sarnp,-0.11432085089534694,Tbca,-0.10038444456895916,Rdh11,0.09823615953241485,Ube2f,-0.10222982256848148
6306,Cyp4b1,-0.18489260978076277,Zfp644,-0.11425588344764907,Crygb,0.10037308922391533,Tmod2,-0.09823430463446813,Asnsd1,-0.10222750877975464
6307,Irg1,0.18474369620270523,Olfm1,0.11424212637907706,Cbx6,0.10034768775380974,Nefl,-0.098222886735368,Galnt7,0.10221545793453758
6308,Parp4,-0.184688407468059,Gbf1,-0.11420437918548462,Bub3,0.10031950224589466,Gldc,-0.09820983008372583,Gm10044,-0.10217398068288748
6309,Klf17,-0.18465868382748982,Plag1,-0.11414728931257402,Olfr284,-0.10029327254284509,Hdac5,-0.09819689613139339,"2410006H16Rik,4930443B20Rik",0.10217156823235429
6310,Vdac3,0.1846353780211894,Zmynd10,0.1141262526724051,Birc4,-0.10027804804814232,Dnajb4,0.09815889291138186,Snx21,0.10216486507830726
6311,Pcdh18,0.18459354005195153,Ube3a,-0.1141058781537258,Fras1,-0.10027134801855188,Nlk,0.09815363036653038,5430416N02Rik,0.10216372656611299
6312,Slc14a2,-0.1845305885918331,Otos,-0.11406197206701732,Crygn,0.10026419701979625,Chmp4c,0.09814696523374604,Rhoq,0.10215758761245182
6313,Ptger3,-0.18449969789549295,Smoc2,0.11402838112016174,Btnl9,-0.10023768226954687,Insc,-0.09812959860174694,AI846148,0.1020776693117127
6314,Gng3,-0.1844541045288427,Gnl3,-0.11399499401157723,4Cytl1,0.10022436255511803,Madd,-0.09812866017116931,Nrip2,0.10207011679933192
6315,Kdelr2,0.18443512352206717,Ptprr,-0.11396727354461088,Sytl3,0.10022008819124595,Pth2r,-0.09812704846861557,Abcc10,0.1020637153334105
6316,Gm16136,-0.18438985438383682,Cyp2j5,-0.11395536942645641,Pnrc1,-0.10021900944999587,Olfr677,-0.09811900119847625,Rgs6,0.10205076155958069
6317,Dap,0.18434656592429935,Mustn1,0.11394593546884536,Slc38a1,-0.10021607482269854,Olfr1138,-0.09811792726372141,Cdh23,-0.10202878629993942
6318,Cyp2j13,-0.1842973019981472,Trit1,-0.11392774035738772,Sgpl1,0.10020000800306313,Ash2l,-0.09811287575924264,Apoa2,-0.1020223470817226
6319,Ugdh,0.1842692565782346,P2rx3,-0.11383766932967575,Rgl3,-0.10019783130200113,Gys2,-0.09810912467585056,"Gbgt1,Gm10134",0.10199423169637632
6320,Gm14295,0.1842332740193255,Ube2z,-0.11381882122527903,Mustn1,0.10017795372228522,Sod3,0.09810080619394175,Serpinh1,0.10198272423053566
6321,Npnt,-0.18419879019000832,Ndufc1,0.11381661539956577,Tmod4,-0.10017345215523915,Sema3e,0.0980873416376097,Tmem74,0.10197965303626302
6322,Klhl9,-0.18415226943052634,Prkcg,-0.11380159822607233,Tnfaip1,0.1001679734746201,Stab1,-0.0980742423560208,Ebpl,0.10197368135466507
6323,Cenpb,-0.18411523839669694,Abcc3,0.11379678059207783,Neurog3,-0.10015697864721951,Qsox1,-0.09803999826105946,Atp1b3,0.10195926052659547
6324,Zp3,0.1840584229540108,Hoga1,-0.11377137413502429,Orai1,-0.100132701371406,Nuak2,-0.09803853311423899,Ptpn12,0.10195854317743598
6325,Cds2,-0.18399599347802378,Folr1,-0.11373000505193412,Rhob,0.10011854861673668,Stxbp5l,-0.09802739446748772,Xylb,-0.10193935105133153
6326,Sepp1,0.1839910442245556,Sash3,0.11372693413287434,Esco2,0.10009945213558646,Fsd2,-0.09801644602907288,Pou2f1,0.10193795055846654
6327,Epb4.1l1,-0.1839452934309699,Rcor2,-0.11368520829696065,Unc119,0.10008644838563346,Hp,-0.09800656255531874,Chek2,0.10192714382936652
6328,Polr1d,-0.18386980539944053,Reg2,-0.11364555503406552,BC023829,-0.10008585544097624,6030408B16Rik,-0.09800244147975497,Eltd1,-0.10192468640174411
6329,Ddah2,-0.1838553998771637,Emc7,-0.11360237352909118,Npm3,-0.10008344307004448,LOC100047214,-0.0979704679004346,Isca1,0.10190947244003344
6330,Spef1,-0.1838387441453085,Kifc2,-0.11359967995195433,Olfr910,0.10008275739406633,Fam134a,-0.09795027448428538,Mro,-0.10190213683983024
6331,Atp6v1h,0.18383176252861452,Fxyd4,0.11358247907160463,Ngrn,0.10005426490963203,Crybb2,-0.09794793023903724,Gm14872,0.10188478104861168
6332,Ptgs2,-0.18382635314060602,Cdh5,0.11357443757840235,Ica1l,-0.10005258470690206,4631426J05Rik,-0.09793669146724758,Tmem150c,0.10188162901331434
6333,Pls1,-0.1837678357577731,Rpl31,0.11356522288431188,LOC100039728,-0.10003627535613449,Olfr1083,0.09792395973933683,BC021891,-0.10187332972802068
6334,Ccdc130,0.18376355535515743,Nelfa,-0.11352707118924274,Ank2,0.1000305542254667,Akr1c19,0.09791550731512542,Trim67,-0.1018620183910994
6335,Coq7,-0.18375544629238635,Hic1,0.11348390325010979,Cldn17,-0.1000264632697831,Gpm6a,0.09791144030901588,Mas1,0.10185720675642278
6336,Ins1,-0.18375197022922973,Bcr,-0.11346621545579086,Krt15,-0.10001560487325552,Abca14,-0.09790118622511944,Psmb8,0.10185158837034791
6337,Kcna5,-0.18369155332131282,Reep1,0.11342517167579878,Loh12cr1,0.10000261668886352,V1rf5,-0.09787503117387224,Plcxd1,0.10182699269012449
6338,Dnajc13,0.18366646532279646,Ascl1,-0.1134245408645239,LOC100048579,-0.09998271674582444,Clec4n,0.09786755160647978,Dpp9,-0.10182299929644484
6339,Zscan2,0.18365019054219864,Mvb12b,-0.11341389948229777,Gpd1,-0.09997960095823245,Unc93b1,0.0978622486136779,Chd2,-0.10181348390335249
6340,Shh,-0.18363570564467108,4933434I20Rik,-0.11340592591801887,Olfr881,0.09996979313960425,2610020C11Rik,0.09783611791015462,Ccdc40,0.10179672575696631
6341,Oprl1,-0.18362120057762213,Des,-0.11340115083216683,Olfr1178,-0.09996204954954431,Rpp38,0.09781179813687056,Wdr6,-0.1017965003115103
6342,Igfbp7,0.18350306984928033,Rnf10,0.11338755848860353,Scrib,0.09996185706910082,Disp2,-0.09779570352634429,Gm11458,0.10178594873666677
6343,Kcnn1,-0.18350256505400792,Ranbp3,-0.11338282111080573,Slc25a42,0.0999480135615505,Cdk2ap2,0.09777965521099319,Gm14305,0.1017258786582589
6344,Mapk11,-0.18344779225223204,Sh2d3c,0.11337693195159662,LOC666904,0.09994279644912789,Ugt2b36,0.09777827057822316,"Adrm1,Osbpl2",-0.10171438686453944
6345,Cdc26,-0.1834414947805408,Krt18,0.11334525296230377,Tbc1d25,-0.09989670812022278,Leo1,-0.09777696714691811,Vps18,-0.10171267106763164
6346,Gm13023,-0.18328311764267796,Pbp2,-0.11327467111055126,Lhx1,-0.09989239700276091,4430402I18Rik,-0.0977761866805794,Gpr50,0.10168077874140817
6347,Med14,-0.18324376489888863,Dnajc17,-0.11326848523858461,Txndc12,-0.099886245273081,Ankar,0.09777563208964511,Taf10,-0.10165742683516268
6348,Otub1,-0.18323012145369222,Dhx58,0.11325713317994028,Tbcc,-0.09987652648302896,BC064033,0.09776417654857555,Epb4.1l1,0.10165428237384537
6349,Fbn1,0.18322923835323818,Chuk,-0.11321850857176217,Clrn3,-0.09987174998112296,Tmem214,-0.09776271954756227,Pde3b,0.10165173232217717
6350,Rspo2,-0.18320263939456197,Cox6b1,0.11314538508969925,Aplp1,-0.09986932933752095,Prkrir,0.09776215994719492,Uba52,0.10164319692535304
6351,Krt85,-0.18317978664351978,Arhgap27,-0.11307237630360677,Smyd4,-0.09986720064459122,Bbs1,-0.09775888717130266,Atxn1l,0.10162397833462761
6352,Cpz,0.1831704248261577,Gdi2,0.11304366709496805,Zfp628,-0.09986538069264368,Hnrnpr,0.09775749515746925,Ncapg,0.1016219504402875
6353,Gbgt1,0.18314443022128862,Cdc25c,-0.11302966037145362,Dlx1as,-0.09986095856837461,Pebp1,0.09773887117552225,Ccdc153,-0.10160961317968964
6354,Sh3bp5l,0.18304321568943221,Nprl3,0.11298696787024438,BC016548,-0.0998548842147266,Olfr156,-0.09771105217372582,D630045J12Rik,0.10157934678832176
6355,Gzme,0.18301608838183273,Slc35a4,0.11298250484786673,Gria2,0.09984593243462583,Sult1c2,0.09769265728858419,E130309D14Rik,0.10157254729703416
6356,Vamp4,0.18296289584337283,Klf10,-0.11297988744580933,Pvrl2,-0.09984494458309151,Ccdc28b,0.09768763962059336,Tmem234,0.10155957787193345
6357,Stip1,0.1828927565627631,Zfhx4,-0.11291869433395867,Olfr566,-0.09983836126094975,Olfr761,-0.09768147519977173,Rtl1,-0.10153607456288195
6358,Rabgap1l,-0.18283961173074295,Ift140,-0.11291174280741487,Rundc3b,-0.0998285129844018,Als2cl,0.09767409042707005,Them6,0.1015338926476296
6359,Daxx,0.18280419881175336,Ranbp17,-0.11289605011464605,Prl6a1,-0.09979773674565075,Mettl3,-0.09765937246027641,Ralgps1,-0.10152217756152256
6360,Galntl5,-0.18274157635354704,Ltbp1,0.11286131130116248,1810030O07Rik,0.09978009742310273,Mt4,0.09765256234947042,Smad5,0.10151968768387902
6361,Rora,-0.18273770424546812,Tcerg1,0.11285489496585217,B930007M17Rik,0.09973606956621393,Fxyd5,0.09762444604658611,Bod1l,-0.10151648491889352
6362,Sash1,0.18272354471016836,Tsr3,-0.11284327148617082,Wfdc10,-0.09971475605803924,Kctd4,-0.09761339811389994,Slc32a1,-0.10150053357341186
6363,Fgl2,0.18267955970504401,Icam2,0.1128090598178029,Olfr813,-0.09970666645199684,Abt1,-0.0976100435094717,Tmem51,-0.10149524285603558
6364,Trappc12,-0.18266406965578325,Spag6,-0.1127914947717101,2310002B14Rik,0.09969974079391457,Sema4g,-0.09760868392516703,Cyb5d2,0.10145593813802428
6365,Leprel4,-0.18265946710636538,Socs7,-0.11278235022012736,Luc7l,-0.09967859613126823,Ccdc59,-0.09760632464799125,Oat,0.10145071031116143
6366,Prkar2a,0.18264558891496802,Car6,-0.11277037244625646,Cdk3,-0.09966464046198453,Isl1,-0.0975984869711676,"2810021J22Rik,Gm12258",0.10143728423897673
6367,Wdr5,0.18261231224639288,Ap2s1,0.11276326022613163,2700049P18Rik,-0.09965522397790913,LOC100046953,-0.09758358554114484,Pigx,-0.10141343880001612
6368,Xk,-0.18257537676139507,Ephb3,-0.11275793032628391,Ndufb6,-0.09964801131558391,LOC100048845,-0.09756912189854662,Mycbp,0.1014091621628861
6369,Ccer1,-0.18252340314614804,Sit1,-0.11275725954323196,1810030N24Rik,-0.09963390879196764,Cpa5,-0.09756560945621207,E2f6,-0.10138260218399234
6370,Elovl6,-0.18243493875762903,Rab43,0.11272819391200099,Pfkfb4,0.0996326584589667,Shmt1,0.09756462476664748,Fam96b,-0.10135675403324407
6371,Prnp,-0.18240498461063306,Lrrc14,-0.11261501696772638,4933407N01Rik,0.09962003352773534,Mgst1,-0.09756197291392169,Rad23a,-0.1013442796956273
6372,Emc7,0.18240100746785784,Tmem165,0.11258364380401102,Olfr649,-0.09961192102917667,Rbms1,0.09755787019161433,Herc6,0.10134212968415775
6373,Prm3,-0.18234797703833966,Fhl2,-0.11258031076335613,Pan3,-0.09959919900710891,Tes,-0.09755038822933074,Nceh1,-0.10133303048289953
6374,Tdgf1,-0.18233019022149496,Pfkfb1,-0.11257833798845805,Foxi2,-0.09959836570432139,Olfr259,-0.09752654185670392,Sstr3,0.10132634269982185
6375,Morn4,-0.18231392069150582,Drc1,-0.1125649365629668,Tppp3,0.0995979036189182,LOC100048280,-0.09750181853228333,Stard3,0.10131685348103357
6376,Smoc2,-0.1823013531474354,Apoa2,0.11252394589498674,Amigo1,-0.09958651080719415,Nup85,0.09749872605525205,Efr3a,-0.1013085209069991
6377,Nnmt,0.18228931513780824,Dnajb3,-0.11245808367889798,Nosip,-0.0995838975529355,Lztfl1,-0.0974947383530317,Amigo1,0.10128599593149845
6378,Pcdhb9,0.18227072586745147,Nme5,-0.11245397985343814,Foxa2,-0.09951843500929526,Atp2b1,-0.09748596078770624,"Lypla1,Tcea1",-0.10126904604926476
6379,Mecom,-0.18225608819182632,Avp,0.11244323696623179,Arhgap20,0.09951135952557413,Zscan2,-0.09746299541801622,"1700001J03Rik,Rnf6",-0.10126625146603709
6380,Myo10,0.18222956247551914,Bcdin3d,-0.11238253939408219,AY761185,-0.09950934664389681,Mccc1,-0.09745918394079928,Ring1,-0.10124504254739522
6381,Spop,-0.18216215949525505,Ces2g,0.11233155203798914,Cenpa,0.0995080518707873,Stx4a,-0.0974566084544632,Jph3,0.1012278128401771
6382,Cntn4,-0.18212888409819614,Ptrf,0.1123247299073076,BC038925,0.099506127650583,Mthfr,-0.09744279731384553,"Mettl14,Snora24",0.10119873112638735
6383,Hltf,0.1820961253113504,Pde8a,-0.11228374174962737,D430041B17Rik,-0.09949322326172787,Nfkb1,0.0974283657129234,Fam227b,-0.10119066967241239
6384,Fcna,-0.18208886980836544,Col9a2,-0.11227400877032104,Pla1a,0.09948070017630893,Dpf2,-0.09741419931948994,Coa5,-0.10118003226391067
6385,Gtf2a1,0.18201856145031034,Abhd6,0.11226313608257733,Spata9,-0.09945672498776255,Camp,0.09740910867059302,Ap3m2,-0.10117451205441585
6386,Mettl6,-0.18194162460703578,Prr15,0.11223604790490029,E130309D14Rik,0.09943691986700609,Gjb2,0.09740230064589588,Slc25a25,-0.10117293715199616
6387,Hyal3,-0.1819250178915235,Chchd1,-0.11221752573551971,Gp49a,0.09942210383062149,Qars,-0.09740154049982497,1810009A15Rik,-0.10116068771522367
6388,Ube2g1,0.18192010594578806,Blk,-0.11221037828164389,2010305A19Rik,-0.099404129279526,Saa2,-0.09738691022607483,"2700089E24Rik,5530400C23Rik",0.10115980022609597
6389,Il24,0.1818342273001781,Myo1g,0.1121715661737438,Indo,0.09939730020621958,Tro,0.09737073103681919,Lsm1,0.10112490529437729
6390,Pgam2,-0.18177015436266916,Sox17,-0.1121612672575682,Rhox4g,-0.09938521270592394,Casp12,-0.09736237526089138,Itpripl1,0.1011138266896207
6391,Igflr1,-0.18173078836467818,Gm14326,0.11215433450813994,Wdr18,-0.09937787171062558,6430510M02Rik,0.09735317154384318,4833424O15Rik,-0.10107112999078614
6392,Tfap2b,-0.18168056587951473,Cln5,0.11207647074012149,Cacnb1,0.09936624731143383,Dclre1c,0.09735023047323305,Sim1,-0.10107083562827993
6393,Htr3a,-0.1815711371165553,Fam166a,0.11203403285260367,Epm2aip1,-0.09935773254153815,Ube2n,0.09734139886495458,Fgf11,-0.10106682310053816
6394,Ahrr,0.18155767994798422,Rasl10a,-0.1120197210551497,Uxs1,-0.09935615174609105,Olfr635,0.09732956471565171,Mpnd,0.10104565339117108
6395,Itga7,0.1814922818429652,Myo5c,-0.11200350702208266,Srp9,0.09932747083468954,Ccdc69,-0.09732358540148725,Zbed3,0.1010103084257771
6396,Etv3,-0.18142587732139198,Ahnak,0.11198584277328147,LOC100038894,-0.09932129680748984,Ngfrap1,0.0973193482990534,Igf1r,0.10100371776892622
6397,Slc44a4,-0.1814120983395862,1700029P11Rik,-0.11189534010117354,Krtap16-7,-0.09931791759451697,Olfr582,0.09730868410186778,Ppil2,-0.10098672093546893
6398,Cdkn1b,-0.18140441255185888,Lef1,0.11186413139419794,Pdlim3,0.09931115926088714,Cited2,-0.09730812921049553,Galnt12,0.10098621258001685
6399,Mb,-0.1813834906771545,Tmem243,0.11186381817957582,Cenpq,-0.09926058759652237,C530008M07Rik,-0.09727159120060076,Agtrap,-0.10098190296014736
6400,Adam3,-0.18137840727616147,Mtch1,-0.1118322956316852,V1rb7,-0.09925132906969063,Olfr23,-0.09725737035511055,Rnf181,-0.10096270308274471
6401,Msrb2,-0.18136404424165756,Deb1,-0.11179716674307424,Mpp3,-0.09923673522494884,Med23,-0.09725688574732216,Dse,-0.10095641652595329
6402,Rhox2a,0.18131361952547445,Mapk14,-0.11177313991252619,Gmppa,-0.09922942948982799,Olfr678,0.09725614897523731,Mrpl18,-0.1009367649576245
6403,Ncbp1,-0.18121538036055398,Hipk3,-0.11175365490667562,Cpsf4,0.09922730984376804,B4galt1,-0.09724079452742687,Fbxo17,0.10093172305961276
6404,Ovca2,0.18121376660384542,Frrs1,0.11173224202429698,Pitx2,0.09922237060731567,AI646023,0.09722393865494379,Gm16577,-0.10092845007328323
6405,Trim60,-0.18117443989131982,Dnah8,-0.11172418487186447,Emb,0.0992177962340686,Mip,-0.0972104335786759,Sema6b,-0.10092772329652051
6406,Pth,0.18115574215325175,Mbnl1,0.11171191013001876,Olfr943,-0.09921307348966593,Tmem41a,-0.0971903807350803,Grip2,0.10091750655739089
6407,Prss16,-0.1811507228008741,Olfr480,-0.1116999507413341,1200003I07Rik,-0.09920754008459808,AU021034,0.09716853383771443,5430417L22Rik,-0.10090023551053821
